species_name,taxon_key,occurrence_key,has_image
Alnus glutinosa,2876213,1702247258,1
Alnus glutinosa,2876213,1701724233,1
Alnus glutinosa,2876213,1701796495,1
Alnus glutinosa,2876213,2417023398,1
Alnus glutinosa,2876213,59971617,1
Alnus glutinosa,2876213,1697777803,1
Alnus glutinosa,2876213,1701795991,1
Alnus glutinosa,2876213,1702010560,1
Alnus glutinosa,2876213,1849120234,1
Alnus glutinosa,2876213,1701980291,1
Alnus glutinosa,2876213,1702010601,1
Alnus glutinosa,2876213,1702438644,1
Alnus glutinosa,2876213,1949280757,1
Alnus glutinosa,2876213,1988648932,1
Alnus glutinosa,2876213,2243306992,1
Alnus glutinosa,2876213,2516161417,1
Alnus glutinosa,2876213,2517890758,1
Alnus glutinosa,2876213,1697463592,1
Alnus glutinosa,2876213,1701237024,1
Alnus glutinosa,2876213,1928468904,1
Alnus glutinosa,2876213,1929416137,1
Alnus glutinosa,2876213,1929599178,1
Alnus glutinosa,2876213,1702339077,1
Alnus glutinosa,2876213,1978021133,1
Alnus glutinosa,2876213,2514797321,1
Alnus glutinosa,2876213,1927937908,1
Alnus glutinosa,2876213,1928664600,1
Alnus glutinosa,2876213,1930156140,1
Alnus glutinosa,2876213,1930635058,1
Alnus glutinosa,2876213,1930000225,1
Alnus glutinosa,2876213,1839953122,1
Alnus glutinosa,2876213,1989283588,1
Alnus glutinosa,2876213,2516802710,1
Alnus glutinosa,2876213,1839624438,1
Alnus glutinosa,2876213,1928868557,1
Alnus glutinosa,2876213,2416991880,1
Alnus glutinosa,2876213,1989078199,1
Alnus glutinosa,2876213,1228334996,1
Frangula alnus,3039454,2234228357,1
Frangula alnus,3039454,2234228571,1
Frangula alnus,3039454,2573486912,1
Frangula alnus,3039454,1949919946,1
Frangula alnus,3039454,2597550905,1
Frangula alnus,3039454,2597550906,1
Frangula alnus,3039454,1806488138,1
Frangula alnus,3039454,2242358446,1
Frangula alnus,3039454,1947453330,1
Frangula alnus,3039454,1978366767,1
Frangula alnus,3039454,2252419089,1
Frangula alnus,3039454,2515180578,1
Frangula alnus,3039454,1831521617,1
Frangula alnus,3039454,1801066218,1
Frangula alnus,3039454,1806081926,1
Frangula alnus,3039454,1899880118,1
Frangula alnus,3039454,1899881923,1
Frangula alnus,3039454,1928637259,1
Frangula alnus,3039454,1930144296,1
Frangula alnus,3039454,1989044277,1
Frangula alnus,3039454,2273331561,1
Frangula alnus,3039454,1899880475,1
Frangula alnus,3039454,1091213602,1
Frangula alnus,3039454,1843471893,1
Frangula alnus,3039454,1230753106,1
Frangula alnus,3039454,1882653191,1
Frangula alnus,3039454,1928868519,1
Frangula alnus,3039454,1998943232,1
Frangula alnus,3039454,2573437730,1
Frangula alnus,3039454,1697351148,1
Frangula alnus,3039454,2464491108,1
Frangula alnus,3039454,2464512865,1
Frangula alnus,3039454,2514176288,1
Frangula alnus,3039454,1249179736,1
Frangula alnus,3039454,1324946293,1
Frangula alnus,3039454,1803147779,1
Frangula alnus,3039454,1928971998,1
Frangula alnus,3039454,1930851947,1
Frangula alnus,3039454,1988947955,1
Frangula alnus,3039454,2265579280,1
Frangula alnus,3039454,1701521123,1
Frangula alnus,3039454,1928373235,1
Frangula alnus,3039454,1928377849,1
Frangula alnus,3039454,1978880263,1
Frangula alnus,3039454,1038222930,1
Frangula alnus,3039454,1701962921,1
Frangula alnus,3039454,1702171674,1
Frangula alnus,3039454,1851989742,1
Frangula alnus,3039454,1928953076,1
Frangula alnus,3039454,1062496249,1
Frangula alnus,3039454,1697351156,1
Frangula alnus,3039454,1701325473,1
Frangula alnus,3039454,1838166258,1
Frangula alnus,3039454,1929393944,1
Frangula alnus,3039454,2265586813,1
Frangula alnus,3039454,1258089852,1
Frangula alnus,3039454,1697583812,1
Frangula alnus,3039454,1701289146,1
Frangula alnus,3039454,1701966245,1
Frangula alnus,3039454,2265560009,1
Frangula alnus,3039454,2462807350,1
Frangula alnus,3039454,1801066215,1
Frangula alnus,3039454,1701326372,1
Frangula alnus,3039454,1701325237,1
Frangula alnus,3039454,1702378513,1
Frangula alnus,3039454,1702378922,1
Frangula alnus,3039454,1702379118,1
Frangula alnus,3039454,2514267273,1
Frangula alnus,3039454,2515710948,1
Frangula alnus,3039454,1986725040,1
Frangula alnus,3039454,2265456240,1
Frangula alnus,3039454,1702380176,1
Frangula alnus,3039454,1988937183,1
Frangula alnus,3039454,1998620160,1
Frangula alnus,3039454,2265455071,1
Frangula alnus,3039454,2265456855,1
Frangula alnus,3039454,2265457450,1
Frangula alnus,3039454,2265457603,1
Frangula alnus,3039454,2265466336,1
Frangula alnus,3039454,2417006946,1
Frangula alnus,3039454,2417007588,1
Frangula alnus,3039454,1930409754,1
Frangula alnus,3039454,1949945144,1
Frangula alnus,3039454,2517142215,1
Frangula alnus,3039454,1038222931,1
Frangula alnus,3039454,1989501763,1
Frangula alnus,3039454,1697737983,1
Frangula alnus,3039454,1697738018,1
Frangula alnus,3039454,1701772730,1
Frangula alnus,3039454,1978879142,1
Frangula alnus,3039454,1978879287,1
Frangula alnus,3039454,1978879643,1
Frangula alnus,3039454,1978898537,1
Frangula alnus,3039454,1988860637,1
Frangula alnus,3039454,1701283043,1
Frangula alnus,3039454,1702373515,1
Frangula alnus,3039454,1998687674,1
Frangula alnus,3039454,2417008517,1
Frangula alnus,3039454,1702244048,1
Frangula alnus,3039454,1989545387,1
Frangula alnus,3039454,2265454811,1
Frangula alnus,3039454,2514216200,1
Frangula alnus,3039454,1989401519,1
Frangula alnus,3039454,1701887055,1
Frangula alnus,3039454,1702317659,1
Frangula alnus,3039454,1929763962,1
Frangula alnus,3039454,1930835506,1
Frangula alnus,3039454,1697583814,1
Frangula alnus,3039454,1701282331,1
Frangula alnus,3039454,2265456117,1
Frangula alnus,3039454,2265456190,1
Frangula alnus,3039454,2404021110,1
Frangula alnus,3039454,1935689441,1
Frangula alnus,3039454,2265450526,1
Frangula alnus,3039454,1702223424,1
Frangula alnus,3039454,1978890322,1
Frangula alnus,3039454,2234312844,1
Frangula alnus,3039454,1291944108,1
Frangula alnus,3039454,1702107048,1
Frangula alnus,3039454,1702219087,1
Frangula alnus,3039454,317852269,1
Frangula alnus,3039454,1291941008,1
Frangula alnus,3039454,1697583961,1
Frangula alnus,3039454,1697583966,1
Frangula alnus,3039454,1927791890,1
Frangula alnus,3039454,1929101116,1
Frangula alnus,3039454,1697583767,1
Frangula alnus,3039454,1702222647,1
Frangula alnus,3039454,1135443546,1
Frangula alnus,3039454,2573424876,1
Frangula alnus,3039454,2265449024,1
Frangula alnus,3039454,2517026839,1
Frangula alnus,3039454,1148625009,1
Frangula alnus,3039454,1697809705,1
Frangula alnus,3039454,1929890112,1
Frangula alnus,3039454,1988774828,1
Frangula alnus,3039454,1988942106,1
Frangula alnus,3039454,1148460527,1
Frangula alnus,3039454,1697696043,1
Frangula alnus,3039454,1927955192,1
Frangula alnus,3039454,1988610760,1
Frangula alnus,3039454,1702104765,1
Frangula alnus,3039454,1929536450,1
Frangula alnus,3039454,1702103505,1
Frangula alnus,3039454,1930373388,1
Frangula alnus,3039454,1999180980,1
Frangula alnus,3039454,1503283945,1
Frangula alnus,3039454,1701804770,1
Frangula alnus,3039454,1701272000,1
Frangula alnus,3039454,1701300053,1
Frangula alnus,3039454,1935689386,1
Frangula alnus,3039454,1702243256,1
Frangula alnus,3039454,1702269009,1
Frangula alnus,3039454,1702316675,1
Frangula alnus,3039454,1928494633,1
Frangula alnus,3039454,1989029540,1
Frangula alnus,3039454,1148678688,1
Frangula alnus,3039454,1697583864,1
Frangula alnus,3039454,1701253170,1
Frangula alnus,3039454,1988648190,1
Frangula alnus,3039454,2265435294,1
Frangula alnus,3039454,1697809665,1
Frangula alnus,3039454,1697584007,1
Frangula alnus,3039454,1697584015,1
Frangula alnus,3039454,1701274707,1
Frangula alnus,3039454,1701437217,1
Frangula alnus,3039454,1702037018,1
Frangula alnus,3039454,190760909,1
Frangula alnus,3039454,1998864201,1
Frangula alnus,3039454,2265443731,1
Frangula alnus,3039454,1701320892,1
Frangula alnus,3039454,1701886616,1
Frangula alnus,3039454,1702037035,1
Frangula alnus,3039454,1702242982,1
Frangula alnus,3039454,1702268419,1
Frangula alnus,3039454,1801075285,1
Frangula alnus,3039454,1929351981,1
Frangula alnus,3039454,1321042704,1
Frangula alnus,3039454,1697583991,1
Frangula alnus,3039454,1697583996,1
Frangula alnus,3039454,1697584022,1
Frangula alnus,3039454,1701628215,1
Frangula alnus,3039454,1701628392,1
Frangula alnus,3039454,1701803960,1
Frangula alnus,3039454,1701840384,1
Frangula alnus,3039454,1702195379,1
Frangula alnus,3039454,1702195404,1
Frangula alnus,3039454,1702195430,1
Frangula alnus,3039454,1935689399,1
Frangula alnus,3039454,1998472909,1
Frangula alnus,3039454,2573086218,1
Frangula alnus,3039454,1697583841,1
Frangula alnus,3039454,1998767925,1
Frangula alnus,3039454,2265394123,1
Frangula alnus,3039454,2417009207,1
Frangula alnus,3039454,1998552279,1
Frangula alnus,3039454,1701572170,1
Frangula alnus,3039454,1701764967,1
Frangula alnus,3039454,1701765861,1
Frangula alnus,3039454,1702195176,1
Frangula alnus,3039454,1988619773,1
Frangula alnus,3039454,1697583787,1
Frangula alnus,3039454,1697583816,1
Frangula alnus,3039454,1801066272,1
Frangula alnus,3039454,2238663014,1
Frangula alnus,3039454,1701307365,1
Frangula alnus,3039454,1930158689,1
Frangula alnus,3039454,1949945107,1
Frangula alnus,3039454,574954933,1
Frangula alnus,3039454,1701270101,1
Frangula alnus,3039454,1990221128,1
Frangula alnus,3039454,1702194928,1
Frangula alnus,3039454,1702216734,1
Frangula alnus,3039454,1702229197,1
Frangula alnus,3039454,1989073407,1
Frangula alnus,3039454,1697809664,1
Frangula alnus,3039454,1928171966,1
Frangula alnus,3039454,2397713134,1
Frangula alnus,3039454,415727421,1
Frangula alnus,3039454,1701595169,1
Frangula alnus,3039454,1701963819,1
Frangula alnus,3039454,2575028353,1
Frangula alnus,3039454,1990221117,1
Frangula alnus,3039454,1701266307,1
Frangula alnus,3039454,1701803226,1
Frangula alnus,3039454,1702217064,1
Frangula alnus,3039454,177018130,1
Frangula alnus,3039454,187167904,1
Frangula alnus,3039454,187167905,1
Frangula alnus,3039454,1989221769,1
Frangula alnus,3039454,2573422889,1
Frangula alnus,3039454,59998333,1
Frangula alnus,3039454,1148472173,1
Frangula alnus,3039454,1929524023,1
Frangula alnus,3039454,1989063588,1
Frangula alnus,3039454,2397816272,1
Frangula alnus,3039454,1988970944,1
Frangula alnus,3039454,1701307401,1
Frangula alnus,3039454,1702343126,1
Frangula alnus,3039454,1930908656,1
Frangula alnus,3039454,1978047661,1
Frangula alnus,3039454,1148625028,1
Frangula alnus,3039454,1928737863,1
Frangula alnus,3039454,1929049217,1
Frangula alnus,3039454,1988606126,1
Frangula alnus,3039454,2265479396,1
Frangula alnus,3039454,436708599,1
Frangula alnus,3039454,1702216851,1
Frangula alnus,3039454,1989005587,1
Frangula alnus,3039454,2517278080,1
Frangula alnus,3039454,177018134,1
Frangula alnus,3039454,1999171843,1
Frangula alnus,3039454,1701233085,1
Frangula alnus,3039454,1702184797,1
Frangula alnus,3039454,2517759781,1
Frangula alnus,3039454,2573418714,1
Frangula alnus,3039454,1148625054,1
Frangula alnus,3039454,1701803239,1
Frangula alnus,3039454,1702200587,1
Frangula alnus,3039454,187167865,1
Frangula alnus,3039454,2573109083,1
Frangula alnus,3039454,1148224288,1
Frangula alnus,3039454,1697583823,1
Frangula alnus,3039454,1697583824,1
Frangula alnus,3039454,1949282262,1
Frangula alnus,3039454,1148472142,1
Frangula alnus,3039454,176949153,1
Frangula alnus,3039454,177018140,1
Frangula alnus,3039454,1988705378,1
Frangula alnus,3039454,2265449234,1
Frangula alnus,3039454,2558263472,1
Frangula alnus,3039454,1701767178,1
Frangula alnus,3039454,1702191370,1
Frangula alnus,3039454,1928100963,1
Frangula alnus,3039454,1999316521,1
Frangula alnus,3039454,1424777356,1
Frangula alnus,3039454,1697583831,1
Frangula alnus,3039454,1701408454,1
Frangula alnus,3039454,1701627073,1
Frangula alnus,3039454,1701841267,1
Frangula alnus,3039454,1930244489,1
Frangula alnus,3039454,20934588,1
Frangula alnus,3039454,2265404863,1
Frangula alnus,3039454,2265440476,1
Frangula alnus,3039454,1701308217,1
Frangula alnus,3039454,2265446396,1
Frangula alnus,3039454,2265479980,1
Frangula alnus,3039454,1701898909,1
Frangula alnus,3039454,187167204,1
Frangula alnus,3039454,1988850364,1
Frangula alnus,3039454,1697583982,1
Frangula alnus,3039454,187167232,1
Frangula alnus,3039454,1998821143,1
Frangula alnus,3039454,1998945323,1
Frangula alnus,3039454,1701403406,1
Frangula alnus,3039454,1701619847,1
Frangula alnus,3039454,1702219326,1
Frangula alnus,3039454,1988913768,1
Frangula alnus,3039454,1228610945,1
Frangula alnus,3039454,1988716774,1
Fraxinus excelsior,3172358,2597593726,0
Fraxinus excelsior,3172358,2459112833,1
Fraxinus excelsior,3172358,1990839000,1
Fraxinus excelsior,3172358,2238662917,1
Fraxinus excelsior,3172358,1986869834,1
Fraxinus excelsior,3172358,1837901253,1
Fraxinus excelsior,3172358,1697841336,1
Fraxinus excelsior,3172358,1929192470,1
Fraxinus excelsior,3172358,1503277788,1
Fraxinus excelsior,3172358,1702170122,1
Fraxinus excelsior,3172358,1929125220,1
Fraxinus excelsior,3172358,1929556988,1
Fraxinus excelsior,3172358,2235821512,1
Fraxinus excelsior,3172358,2236102545,1
Fraxinus excelsior,3172358,1252630143,1
Fraxinus excelsior,3172358,1931033495,1
Fraxinus excelsior,3172358,1928294577,1
Fraxinus excelsior,3172358,1701330331,1
Fraxinus excelsior,3172358,1702172505,1
Fraxinus excelsior,3172358,1324945762,1
Fraxinus excelsior,3172358,2514247268,1
Fraxinus excelsior,3172358,1701282720,1
Fraxinus excelsior,3172358,1424494135,1
Fraxinus excelsior,3172358,1697821449,1
Fraxinus excelsior,3172358,1701962551,1
Fraxinus excelsior,3172358,1702373869,1
Fraxinus excelsior,3172358,1702378538,1
Fraxinus excelsior,3172358,1702378982,1
Fraxinus excelsior,3172358,1701773660,1
Fraxinus excelsior,3172358,2402451889,1
Fraxinus excelsior,3172358,2515171689,1
Fraxinus excelsior,3172358,1099934325,1
Fraxinus excelsior,3172358,1701283092,1
Fraxinus excelsior,3172358,1702223026,1
Fraxinus excelsior,3172358,1935689469,1
Fraxinus excelsior,3172358,1135443587,1
Fraxinus excelsior,3172358,1135443591,1
Fraxinus excelsior,3172358,1099001785,1
Fraxinus excelsior,3172358,1701676349,1
Fraxinus excelsior,3172358,2410575524,1
Fraxinus excelsior,3172358,1701276135,1
Fraxinus excelsior,3172358,1701299816,1
Fraxinus excelsior,3172358,1701321901,1
Fraxinus excelsior,3172358,1697821472,1
Fraxinus excelsior,3172358,2462764086,1
Fraxinus excelsior,3172358,2462764415,1
Fraxinus excelsior,3172358,2515712870,1
Fraxinus excelsior,3172358,1148621533,1
Fraxinus excelsior,3172358,1929024962,1
Fraxinus excelsior,3172358,1099934327,1
Fraxinus excelsior,3172358,1099934330,1
Fraxinus excelsior,3172358,1701277345,1
Fraxinus excelsior,3172358,1701961544,1
Fraxinus excelsior,3172358,1697620912,1
Fraxinus excelsior,3172358,1701886775,1
Fraxinus excelsior,3172358,1701961520,1
Fraxinus excelsior,3172358,1702108124,1
Fraxinus excelsior,3172358,1701275811,1
Fraxinus excelsior,3172358,1701322364,1
Fraxinus excelsior,3172358,1929324934,1
Fraxinus excelsior,3172358,1099934320,1
Fraxinus excelsior,3172358,1099934324,1
Fraxinus excelsior,3172358,1697741389,1
Fraxinus excelsior,3172358,1701859040,1
Fraxinus excelsior,3172358,1701966573,1
Fraxinus excelsior,3172358,1838163503,1
Fraxinus excelsior,3172358,1099934329,1
Fraxinus excelsior,3172358,1701766177,1
Fraxinus excelsior,3172358,1930211853,1
Fraxinus excelsior,3172358,1702102748,1
Fraxinus excelsior,3172358,1697620932,1
Fraxinus excelsior,3172358,1697620963,1
Fraxinus excelsior,3172358,1701275777,1
Fraxinus excelsior,3172358,1702037378,1
Fraxinus excelsior,3172358,1099934322,1
Fraxinus excelsior,3172358,1697696084,1
Fraxinus excelsior,3172358,1697821450,1
Fraxinus excelsior,3172358,1701253000,1
Fraxinus excelsior,3172358,1701774173,1
Fraxinus excelsior,3172358,1148459359,1
Fraxinus excelsior,3172358,1697620931,1
Fraxinus excelsior,3172358,1697620968,1
Fraxinus excelsior,3172358,1697821489,1
Fraxinus excelsior,3172358,1055613402,1
Fraxinus excelsior,3172358,1702268409,1
Fraxinus excelsior,3172358,1701248156,1
Fraxinus excelsior,3172358,1701867603,1
Fraxinus excelsior,3172358,1931147220,1
Fraxinus excelsior,3172358,1701623355,1
Fraxinus excelsior,3172358,1701840410,1
